;a_EP;a_Err_EP;T_L_EP;T_L_Err_EP;T_M_EP;T_M_Err_EP;m_EP;m_Err_EP;a_PA;a_Err_PA;T_L_PA;T_L_Err_PA;T_M_PA;T_M_Err_PA;m_PA;m_Err_PA;a_Sur;a_Err_Sur;T_L_Sur;T_L_Err_Sur;T_M_Sur;T_M_Err_Sur;m_Sur;m_Err_Sur;ChiSquare
Iteration_395;5.45775615806981e-05;;0.5788149385596324;;28.0;;2.9620883980438637;;0.00013330497215452468;;4.961598568287551;;32.729140682565806;;4.655692033559953;;3.009922532820147e-05;;-1.351041035376074;;28.0;;3.5;;563621.2838371589
Iteration_665;5.523470862982717e-05;;1.0122146867842559;;33.3851463332872;;2.5992189000599484;;0.0001;;5.521139155077547;;35.0;;3.0;;3.107599528321569e-05;;-0.973330089709938;;28.0;;1.5;;570817.6144786242
Iteration_68;7.121210979299096e-05;;1.393335648501279;;31.740029249644053;;3.1073014550398548;;0.0002224175828654839;;5.704621964044872;;30.0;;4.781890318057027;;4.823003167752935e-05;;-2.3614549275549295;;28.0;;1.9914764512688876;;588207.3294416063
Iteration_328;0.00011421368104000355;;1.2002699549265952;;28.0;;3.6054351272555927;;0.00010749737430352798;;5.587003810078162;;35.0;;3.577021803625545;;3.0014032202592028e-05;;-0.6179671912147482;;29.325737883899723;;3.5;;632327.4366758635
Iteration_685;6.506728765742771e-05;;0.8232724117937056;;29.73853062260031;;3.721133036682747;;0.00010011012940244395;;4.087818804311377;;30.0;;5.0;;3.6947408514824884e-05;;-1.130424790980662;;31.0;;3.5;;663104.9776290482
Iteration_298;0.00010999035384007906;;1.8499352066738242;;28.0;;3.910180334046549;;0.0001;;4.443316272344923;;30.0;;3.0;;3.197150209549171e-05;;-0.5;;31.0;;1.5;;685251.7495833733
Iteration_124;5.1320529943384026e-05;;1.0844853933574559;;35.0;;2.9688990221119935;;0.00012610023786990363;;5.383375917332141;;35.0;;3.9761586288159414;;3.0038223238527483e-05;;-1.1943600650336208;;31.0;;1.6993419725035392;;757722.5068565303
Iteration_701;0.00010940471065035059;;3.9945499080370652;;28.0;;2.500205497769344;;0.00017802705273263763;;2.001722902623671;;30.0;;5.0;;4.333398256469818e-05;;-1.2414792592225252;;28.0;;3.5;;759700.3777926387
Iteration_56;0.0001176143638062709;;1.0179669603897703;;35.0;;2.5000000051349818;;0.00012814085796834055;;5.7913718994034635;;31.844237004162316;;3.0;;3.0315243714564236e-05;;-1.0682908486324258;;31.0;;1.5074804237191544;;842480.079500626
Iteration_86;0.00010010597011245958;;1.5305577018996248;;32.838904478910635;;2.554776350802274;;0.00010723178075881658;;6.0;;30.0;;4.726222735227907;;3.0000873841898354e-05;;-0.7655415164219059;;31.0;;3.0188299057717023;;906523.3956819132
Iteration_563;0.00018382039432120672;;0.9888978871937915;;28.0;;4.432364406304424;;0.00014682073441493588;;6.0;;30.0;;3.650839350120987;;3.325543371961827e-05;;-0.8125552955850663;;28.0;;1.5018923695462858;;1091307.705999972
Iteration_2;9.349675676980358e-05;;0.7601920901881897;;35.0;;3.677828679275495;;0.0001424392637077812;;4.231462637202464;;30.0;;5.0;;3.0024062008891083e-05;;-0.5030311601988373;;31.0;;3.5;;1375417.8946436048
Iteration_208;0.00012533905347924458;;0.670618787482197;;28.0;;3.8084832313624566;;0.000147300822068885;;4.670255038908962;;30.0;;3.0;;4.417532437357901e-05;;-0.9612760837101773;;28.0;;3.5;;1546588.3152936867
Iteration_178;0.00026221305006701517;;1.9752805675175287;;35.0;;4.281686398918474;;0.00010154984538864093;;4.096102311745833;;30.0;;4.759984451781518;;3.067463414892511e-05;;-0.5064398632155598;;31.0;;1.6780236384403362;;1649415.4573514226
Iteration_692;0.00016878982540047833;;1.4664842232546085;;28.0;;2.5;;0.00011956905896857333;;4.529419387380048;;30.0;;5.0;;3.838641011584653e-05;;-0.8775439795935567;;31.0;;2.4223820221361656;;1717594.312706665
Iteration_344;0.0004;;0.5;;35.0;;3.6975644429335577;;0.00012998446949141033;;4.533845936958555;;30.0;;5.0;;3.4095464291001714e-05;;-1.3494706793626587;;31.0;;1.5;;1803249.564990568
Iteration_20;0.0002442138245650545;;1.3520532015544662;;28.0;;2.5000103617382368;;0.00010070063461134765;;3.3707919652360983;;30.0;;4.037201945827698;;3.027792574600208e-05;;-0.9507356074961795;;31.0;;1.5002429319980157;;1992817.275970687
Iteration_8;0.0003999448748370558;;1.7165588383928987;;28.0;;3.9552752092894794;;0.00010002371873641977;;4.507697818499049;;30.0;;3.866343521884142;;3.327353304511402e-05;;-1.2930963230650097;;31.0;;1.500042000985115;;2105950.203061956
Iteration_519;0.00012248433430777443;;0.9099959305466593;;28.244543269933633;;4.264984148714635;;0.00010014839177460031;;2.0900619949031984;;35.0;;4.000172220070223;;3.0003838732863033e-05;;-0.8614133648594535;;28.0;;3.5;;2199679.2354881014
Iteration_393;0.0001174647737839473;;0.8749467622743146;;35.0;;3.106239732583646;;0.00010001145246045886;;5.575434284261227;;34.00963154429779;;3.7292283207233394;;4.47670916489086e-05;;-1.0821799915126338;;28.0;;3.5;;3018859.0666307053
Iteration_150;0.00025046730649007755;;1.7221644054661671;;28.0;;2.518034256286245;;0.0001233295705214883;;6.0;;33.67574677744127;;5.0;;3.016837670289223e-05;;-0.9752217597836479;;31.0;;1.5000215717851046;;3036549.6858407976
Iteration_636;0.00015821165641922695;;0.7562728015375195;;32.73717747965784;;2.5055026780772263;;0.00011256820173575092;;6.0;;30.0;;4.375882264803128;;4.595717026899971e-05;;-1.389063516890948;;31.0;;3.0980878869173365;;3278469.5218252037
Iteration_36;0.00011853350209003831;;0.7513505589384883;;35.0;;5.0;;0.0001315149414026127;;3.9335737281910976;;35.0;;3.0;;3.922744627310294e-05;;-1.2548205752040777;;29.526300576083692;;3.5;;3527796.21469765
Iteration_565;0.00038480322479571364;;3.5162191896409443;;28.0;;3.373767044986815;;0.0001004794350380923;;6.0;;30.0;;4.189955983459527;;3.010481519012669e-05;;-1.9124341939776306;;29.770482105922877;;1.5000092933914813;;3656326.2159437276
Iteration_515;0.00010041959926720224;;0.7082910372219793;;35.0;;2.988890246784102;;0.00011356914327607064;;5.680630892424506;;34.41971828035008;;5.0;;3.0000298293465528e-05;;-0.5957021234513133;;31.0;;3.5;;3732838.6453918675
Iteration_12;0.00013790270873246223;;0.500062478209462;;28.0;;2.50066251935719;;0.00010002527626150799;;3.908049132131926;;30.0;;4.380723583967466;;3.387697113177903e-05;;-0.500069829887348;;31.0;;3.5;;3738471.238339667
Iteration_602;0.00013377752948331184;;1.327095164999107;;28.0;;2.5000009144993824;;0.0001000834300786778;;6.0;;30.0;;3.8232197277888105;;3.001663555172053e-05;;-1.352818729330088;;28.0;;3.3231704031769413;;4197605.170558503
Iteration_288;0.00031779084021273406;;1.0544286448843543;;28.0;;2.891631275768918;;0.00016690793145804556;;4.64482685503743;;30.0;;4.295724870684602;;5.093699961783517e-05;;-0.5465265593960176;;29.392063936794447;;1.5000152709454686;;4231292.13175569
Iteration_738;0.0001224780774100036;;1.8972286772854012;;35.0;;3.3437672647941064;;0.00011786936483012814;;5.410377375207415;;30.0;;3.0;;4.665548535933831e-05;;-0.7534024085516844;;28.0;;3.5;;4267284.830128099
Iteration_733;0.00019471391748543415;;1.0945000136646885;;28.0;;4.337232514745169;;0.00010002169928658737;;6.0;;30.0;;4.92127804484786;;3.0000426193310987e-05;;-1.0888536071206394;;31.0;;3.5;;4390558.915403628
Iteration_757;0.00036358833035095024;;1.5031979781516132;;35.0;;2.5000265436169062;;0.00012163244123705559;;4.995496699563646;;35.0;;4.431344482583704;;3.2778291995506005e-05;;-1.5440148004650744;;31.0;;1.5001162796770213;;4529172.894819108
Iteration_678;0.00014780613525550306;;1.2373548781106751;;35.0;;4.120154609681106;;0.0001000018475281282;;6.0;;30.0;;3.0;;4.1834612164620556e-05;;-0.8693508835033175;;28.0;;3.5;;4865687.716645867
Iteration_214;0.0001464930223749525;;1.052510004440237;;28.0;;5.0;;0.00011559998421640102;;3.175982780870231;;30.0;;3.0;;3.0000052715241678e-05;;-1.2632625334565803;;31.0;;3.5;;4985408.351381672
Iteration_213;0.0002566993100033171;;0.6666021279499166;;28.0;;4.338345853024529;;0.00010026060734819708;;5.399878004747151;;32.03364928114939;;4.82575386591226;;4.132467238506802e-05;;-1.1666189571147436;;28.0;;2.1780092561368707;;5049909.800443314
Iteration_281;0.0004;;0.876538667343175;;35.0;;2.5;;0.0001;;5.718191840776798;;30.0;;5.0;;3.516313598406139e-05;;-0.8919990348328604;;31.0;;3.5;;5486862.376315586
Iteration_464;0.00020134027627422875;;0.8750138483533472;;28.0;;2.6266610434900834;;0.0001576562912923061;;4.167788757229152;;33.42060070697046;;5.0;;3.0079826585631987e-05;;-1.4871505642929161;;31.0;;1.5112034724070953;;5830410.817467833
Iteration_587;0.00027865359125709777;;1.130534756193029;;35.0;;2.7416089945815294;;0.00010001419073048056;;5.714017524476391;;30.0;;4.712386826356038;;3.006893018737363e-05;;-1.6557903101382685;;28.0;;1.502697710938524;;5843320.7100070445
Iteration_92;7.098990336276423e-05;;1.5351286947272618;;35.0;;2.5000873923032736;;0.00023531879957101155;;5.77975846313102;;30.0;;4.671232023494289;;3.0000241399955727e-05;;-1.3705620832709782;;31.0;;3.5;;6031347.544564102
Iteration_121;0.0001448994209438858;;1.3215015301183581;;35.0;;3.790738364595882;;0.00010000060171502963;;6.0;;30.0;;3.958372681616675;;3.0094179971733883e-05;;-1.2497850635401475;;29.87564037621528;;3.5;;6362602.7539687855
Iteration_687;0.00012963247837463222;;0.6546923418766261;;35.0;;2.5;;0.00011456340919504122;;6.0;;30.0;;5.0;;4.728052059770853e-05;;-1.0723001266062537;;28.0;;3.5;;6393737.215258841
Iteration_44;0.0003398125716466331;;0.5;;35.0;;2.5;;0.0001;;4.963029342697058;;32.162464320823574;;4.6385497627087044;;5.047158933778354e-05;;-0.6047294908851892;;31.0;;3.5;;6658114.654923157
Iteration_13;0.00015818224730200473;;0.6254396018915325;;28.0;;2.722383849531963;;0.00013006079608848478;;6.0;;30.0;;4.57195379172709;;3.863494213375175e-05;;-0.6055106211013372;;28.0;;2.6516481884615724;;6997268.810346277
Iteration_38;0.00018404542989341116;;1.4269805533072841;;28.0;;3.0054936731490445;;0.0001000219363745259;;6.0;;35.0;;4.656667858137597;;4.06048592006307e-05;;-1.4885973908345118;;28.0;;3.5;;7329606.2664995445
Iteration_188;0.0003985120848887602;;1.4757736744619339;;33.94212638601412;;2.5003683163850297;;0.00014871996256980198;;6.0;;30.0;;5.0;;3.0140403355976365e-05;;-0.8673194721640147;;31.0;;1.5000916957144652;;7337759.136697404
Iteration_227;0.00015007137276694385;;1.7735425132737905;;28.0;;4.0058781323203085;;0.00011955950952338258;;4.120440906949544;;30.967139094048086;;4.290801612656536;;3.0000000000000004e-05;;-1.3761638108822547;;28.0;;3.5;;7419560.029760391
Iteration_141;0.0003999254522511677;;0.5417539618489282;;28.0;;4.221357173696123;;0.0001001702373935822;;5.120228935715217;;30.0;;3.522506121370811;;3.0541828260358164e-05;;-0.649018097838364;;31.0;;1.506501961264083;;7537211.516027182
Iteration_601;9.970190947304692e-05;;0.9161971322017317;;28.0;;2.5000207807729615;;0.0001712251715473255;;2.5928872628968174;;30.0;;3.0;;3.0002465195056262e-05;;-1.5842865228090357;;29.601555109374587;;3.191326273449058;;8004845.309862668
Iteration_270;0.00028173277960442657;;1.4113105324373134;;28.0;;4.737595206887558;;0.00010000612848611159;;6.0;;30.0;;3.2822226286278924;;4.683600814275391e-05;;-1.1844637550628203;;31.0;;3.244455819982481;;8538729.906058956
Iteration_82;0.0002784591620146622;;0.8309302602828071;;35.0;;4.0230925034628715;;0.00010723269564662955;;3.2291742281002986;;30.0;;3.0;;3.000544286883455e-05;;-1.7460263165527428;;31.0;;1.5044076648637865;;9079040.227104176
Iteration_553;0.00030621862073008433;;0.7265149520892066;;35.0;;3.2921643864139027;;0.00010000012769261255;;4.979003323331067;;35.0;;3.0;;4.2683634195686754e-05;;-0.6039451988140119;;31.0;;1.769625220884472;;9088422.124374935
Iteration_726;0.0003999985991207917;;3.4110468290609095;;34.90064176933751;;4.218251569888489;;0.00013115567622889405;;3.6094158128509246;;30.0;;3.295388942340425;;4.8085540524907735e-05;;-0.7379899420617066;;28.606895856059616;;1.5000051581166112;;9325674.995868815
Iteration_511;0.0004;;1.0951619054500465;;28.0;;3.380011835401493;;0.0001;;5.941757689559746;;30.0;;5.0;;4.143083905840168e-05;;-1.0836504400160312;;29.82955762991749;;2.328068284129272;;9551329.552804722
Iteration_655;0.00020456866105223872;;1.0158281209113644;;30.081958139261793;;4.986406146934127;;0.00010001904279993933;;6.0;;35.0;;4.557426610899284;;3.0043052700235696e-05;;-0.5004469638155378;;31.0;;3.0093401588607787;;10235631.044522936
Iteration_744;0.0002331041211992439;;1.2155710665953179;;28.0;;5.0;;0.00012086564681312807;;6.0;;30.24376016297549;;3.0;;3.959995947801812e-05;;-1.5409084543014266;;31.0;;2.6560717355843737;;10492354.119381377
Iteration_457;0.00018068170289113681;;1.2689735077406858;;35.0;;4.024308362091181;;0.00010800886320010841;;5.296892759948466;;30.0;;3.0;;3.4654514106343736e-05;;-1.2333879775755854;;30.54141834652956;;2.398263273544949;;10559440.847697072
Iteration_239;0.00025179564160816696;;0.5333696246820614;;35.0;;2.8965087300041503;;0.00011403724971560095;;3.178799008073156;;32.824839134022234;;4.293259394649448;;3.0723008499414955e-05;;-1.131978908513931;;30.97197455416533;;1.5007804550070438;;10972735.43801504
Iteration_435;0.00024068724454068515;;1.2848856668271378;;28.0;;2.5;;0.00012225651154904957;;6.0;;30.0;;5.0;;5.6544462044333925e-05;;-1.7474553174139622;;28.0;;3.3453150207016953;;11951783.728349129
Iteration_532;0.00039994811418322734;;0.5752593227664302;;35.0;;2.501555967372648;;0.00011174847775972431;;6.0;;30.0;;3.0;;3.5830165781272954e-05;;-0.9753564781161899;;28.0;;1.5001108442450795;;12719504.371448798
Iteration_266;0.00028490846824918097;;0.8289695008256898;;28.0;;3.581667159659654;;0.00015339339981664072;;2.255277387999681;;30.0;;5.0;;4.009651889152215e-05;;-1.2310261378077723;;31.0;;1.7554558318230724;;13502369.038174707
Iteration_593;0.00016740612045733767;;1.1330697712433844;;34.968214614043106;;2.500181533780524;;0.00010642945881506623;;5.4855592447995;;33.37547440005261;;5.0;;3.146947967237367e-05;;-0.508882031489799;;31.0;;2.16455546487356;;13867050.987503687
Iteration_39;0.0002182781514901147;;0.5742173350782318;;28.0;;3.7321624590741536;;0.00010000203158024356;;6.0;;30.0;;4.878494070866719;;3.0007102359787214e-05;;-1.071257592351337;;31.0;;3.5;;14354630.541611366
Iteration_417;0.000176153448741966;;1.4363223295154308;;28.0;;3.4255565647346153;;0.00010000165825688698;;6.0;;32.35113597423201;;3.4612714788331385;;3.000159416458962e-05;;-0.8997572287657096;;31.0;;3.5;;14388918.871501116
Iteration_289;0.0002646755426663334;;0.7260463578687462;;34.03677230491593;;3.014245600080707;;0.0001;;6.0;;30.0;;3.740179802577367;;4.188755339906402e-05;;-1.0958479391500289;;28.0;;2.1899484146927435;;14492439.145237198
Iteration_206;0.00025009968309455867;;0.6273045794642365;;35.0;;3.7124483752207467;;0.00010063035205819539;;6.0;;35.0;;5.0;;3.0064276780905438e-05;;-0.6522806871814337;;28.0;;1.613521342162267;;14895472.941413336
Iteration_616;0.0004;;0.7736138739647316;;28.0;;5.0;;0.0001;;6.0;;30.0;;5.0;;4.2228423220947894e-05;;-0.5;;28.0;;2.156254513585958;;14973582.1081848
Iteration_19;0.0004;;0.655778102635225;;31.325881183749935;;3.0585094389959635;;0.0001;;6.0;;31.324584637583996;;3.0;;3.0000000000000004e-05;;-0.8470926224894288;;31.0;;1.5994078281053268;;15004752.556939894
Iteration_479;0.0003999853544151404;;1.177115815158372;;28.0;;2.5000420153191425;;0.00010000090267296148;;4.601594142150079;;31.496677578634806;;4.461688871244873;;3.000170333008514e-05;;-0.9962734927364076;;31.0;;1.6045771416771568;;15325765.023948546
