;a_EP;a_Err_EP;T_L_EP;T_L_Err_EP;T_M_EP;T_M_Err_EP;m_EP;m_Err_EP;a_PA;a_Err_PA;T_L_PA;T_L_Err_PA;T_M_PA;T_M_Err_PA;m_PA;m_Err_PA;a_Sur;a_Err_Sur;T_L_Sur;T_L_Err_Sur;T_M_Sur;T_M_Err_Sur;m_Sur;m_Err_Sur;ChiSquare
Iteration_153;0.000406937;;1.748022519;;27;;3.397949656;;0.000138101;;4.817348101;;30;;4.609442084;;3.00E-05;;-1.595339938;;28;;3.5;;1063186.942
Iteration_578;0.000499569;;1.558721023;;35;;2.500756618;;7.74E-05;;6;;30;;4.534410851;;5.83E-05;;-1.531187891;;32;;3.5;;1074582.259
Iteration_419;0.000329331;;0.697710987;;27.91305166;;3.671546311;;0.000168986;;4.877899565;;30;;3.410440789;;3.02E-05;;-1.36696909;;31.53515786;;3.5;;1101289.233
Iteration_382;0.000272205;;1.212663173;;35;;3.641456104;;0.000162632;;6;;30;;4.795983957;;3.00E-05;;-1.093883621;;28;;2.7293188;;1113101.739
Iteration_484;0.000443212;;0.63438937;;27;;2.500009657;;0.000101366;;6;;35;;5;;3.19E-05;;-1.538786458;;28;;2.158495082;;1115444.909
Iteration_11;0.000402118;;1.032286122;;35;;3.606666648;;7.32E-05;;5.825063189;;30;;4.015809474;;3.00E-05;;-0.5;;28;;3.5;;1121533.751
Iteration_655;0.000388737;;1.078448075;;35;;4.90512341;;0.000131447;;4.902362918;;30;;5;;3.13E-05;;-1.646659573;;32;;2.740054382;;1123765.28
Iteration_236;0.000443697;;0.5;;27;;4.201184467;;0.000119499;;4.044784368;;31.47302828;;4.76461846;;3.00E-05;;-1.19057238;;30.21604994;;3.5;;1139331.792
Iteration_345;0.000499936;;1.667384477;;27;;3.839779092;;8.79E-05;;6;;35;;2.777429503;;4.78E-05;;-1.000769219;;28;;3.5;;1145391.73
Iteration_520;0.000325745;;0.679893182;;27;;2.504709828;;0.000171226;;5.683839519;;30;;5;;3.04E-05;;-0.632469489;;28;;3.5;;1159087.923
Iteration_487;0.000315833;;0.894265693;;35;;2.50000265;;4.69E-05;;5.731469012;;35;;2.784445199;;3.31E-05;;-0.874289961;;28;;3.5;;1168769.376
Iteration_348;0.000238908;;1.645227806;;35;;2.5;;0.000153821;;6;;30.91554839;;4.172821224;;4.35E-05;;-1.447166139;;32;;3.5;;1185087.141
Iteration_664;0.000499877;;1.009696261;;27;;3.983847622;;0.00010973;;4.837465999;;30;;4.093102033;;3.00E-05;;-0.826003135;;32;;3.209112864;;1208307.928
Iteration_140;0.000254727;;1.809542354;;35;;3.184365234;;0.000194263;;6;;30;;5;;3.27E-05;;-1.544062783;;32;;3.5;;1219559.792
Iteration_629;0.000325162;;1.093286177;;33.80828369;;2.881900432;;8.75E-05;;6;;35;;4.520335743;;3.36E-05;;-0.5;;30.62446011;;3.5;;1230478.296
Iteration_416;0.000305553;;0.895580486;;35;;4.425777254;;0.00019763;;6;;30;;3.5947149;;3.00E-05;;-0.5;;28;;1.501790713;;1230649.152
Iteration_101;0.000218604;;1.119775382;;35;;2.502521233;;0.00013462;;5.694583121;;30;;5;;3.00E-05;;-1.269777344;;28;;3.5;;1242322.416
Iteration_36;0.00034495;;1.073378622;;27;;2.736127088;;0.000181006;;4.964159657;;30;;4.026376095;;3.00E-05;;-1.627061503;;32;;3.5;;1243214.736
Iteration_397;0.000375709;;1.450194623;;27;;4.914680423;;0.000196355;;6;;30.03710739;;2.985973394;;3.00E-05;;-0.981020424;;28;;3.5;;1248356.516
Iteration_233;0.000267602;;0.5;;28.17090882;;3.477503686;;0.000185501;;1.74902491;;35;;2.1;;3.00E-05;;-1.560790305;;32;;2.554965608;;1248546.717
Iteration_681;0.000252032;;1.619674694;;35;;4.686558831;;0.000227749;;4.967477578;;33.90446785;;2.747502682;;3.00E-05;;-1.470753467;;32;;3.5;;1248952.392
Iteration_625;0.000360453;;1.366654555;;27;;2.508874673;;0.000100342;;2.533351766;;30;;2.653475604;;3.25E-05;;-1.606252764;;28;;3.5;;1251445.601
Iteration_716;0.000358437;;0.938364141;;27;;2.500566089;;0.000125775;;6;;30.86672156;;3.401116503;;3.00E-05;;-1.502664735;;28;;3.207981515;;1252116.487
Iteration_79;0.000450649;;1.158654937;;32.45504381;;2.5;;4.54E-05;;3.067874344;;30;;3.59309138;;3.00E-05;;-0.632843335;;28;;3.5;;1253501.134
Iteration_86;0.0004578;;0.5;;27.44270537;;4.336007266;;8.43E-05;;4.055946872;;35;;2.266454855;;4.53E-05;;-1.53343796;;28.58091365;;2.323127109;;1255620.309
Iteration_322;0.000210502;;0.50019948;;35;;3.456016291;;0.000180007;;6;;30;;2.1;;3.08E-05;;-0.5;;28;;2.862293377;;1267433.84
Iteration_405;0.000252599;;0.94901837;;35;;3.30696517;;0.000191766;;6;;30;;4.588997529;;3.00E-05;;-1.012876286;;32;;2.941803874;;1270463.818
Iteration_37;0.000189266;;0.745033013;;33.69982079;;2.5;;0.000147777;;2.647995854;;35;;5;;3.00E-05;;-0.5;;28;;3.5;;1272969.048
Iteration_188;0.0005;;0.607725817;;27;;2.5;;9.35E-05;;6;;30;;4.749400626;;3.00E-05;;-0.722842537;;32;;3.37464879;;1292068.166
Iteration_97;0.000314097;;0.662489743;;31.28381465;;4.925207039;;0.000185801;;4.082401657;;35;;4.009523988;;3.00E-05;;-1.301637167;;32;;2.866101977;;1315167.914
Iteration_121;0.000219474;;0.5;;35;;4.062511309;;0.000194374;;6;;32.02296699;;2.165590398;;3.02E-05;;-0.891353556;;28.24201772;;3.5;;1333185.422
Iteration_338;0.000462042;;1.114739712;;35;;2.501480619;;5.82E-05;;4.553335182;;31.04459879;;3.781316955;;3.71E-05;;-1.205502419;;28;;1.83633694;;1351888.588
Iteration_646;0.00027619;;1.33217338;;32.23900811;;2.588165355;;0.000123239;;5.88098318;;30;;5;;3.00E-05;;-0.731768835;;28.55990234;;3.5;;1368848.365
Iteration_74;0.000232069;;1.449120567;;35;;3.167776721;;0.00019173;;4.275428524;;35;;4.441344883;;3.00E-05;;-1.248969189;;28.93780555;;2.215412769;;1373341.404
Iteration_17;0.000442571;;1.183032949;;27;;4.562717246;;0.000193049;;6;;35;;2.528926814;;5.97E-05;;-1.152117445;;32;;3.5;;1373575.907
Iteration_486;0.000317856;;0.812355864;;35;;2.500243195;;0.0001133;;4.810493179;;35;;4.257194434;;3.00E-05;;-0.5;;32;;1.500919893;;1391551.719
Iteration_218;0.000380655;;0.5;;27;;4.339834114;;0.000145866;;2.331674108;;30;;3.380036845;;3.00E-05;;-1.070892585;;28;;3.5;;1395015.632
Iteration_139;0.000393448;;0.870809075;;27;;2.501244413;;0.000135464;;3.698751205;;30;;5;;3.93E-05;;-1.484787249;;28;;3.5;;1400214.484
Iteration_210;0.000210025;;1.329609663;;35;;2.511140874;;0.000155231;;5.398302992;;30;;5;;3.03E-05;;-1.019764667;;28;;3.5;;1409918.642
Iteration_35;0.00039259;;1.51383812;;27;;3.550509816;;0.000164553;;3.818777799;;35;;5;;3.00E-05;;-0.763969512;;31.64335913;;3.5;;1420827.666
Iteration_615;0.000246362;;0.5;;27;;2.502381492;;0.000231326;;6;;35;;2.100900693;;3.00E-05;;-0.95998646;;28;;3.5;;1423317.956
Iteration_462;0.000367039;;0.802037603;;29.61392303;;3.147301615;;0.000130683;;4.66306741;;30;;4.780987531;;3.01E-05;;-1.213360776;;32;;2.782842647;;1449691.446
Iteration_110;0.000414762;;1.733800003;;33.36510035;;3.122833232;;8.21E-05;;4.257436812;;35;;3.137456313;;3.11E-05;;-0.704034542;;32;;1.737880506;;1452032.464
Iteration_524;0.000437386;;0.5;;31.82484099;;2.752079104;;4.63E-05;;1;;35;;2.11291158;;3.00E-05;;-0.609269884;;32;;1.500109496;;1469804.732
Iteration_568;0.000402285;;0.862141001;;28.7068525;;3.007909396;;0.000143131;;6;;30;;4.578127005;;3.01E-05;;-0.789971448;;28;;1.500168692;;1483820.294
Iteration_157;0.000302841;;1.499815859;;30.28947072;;3.37983998;;0.000145903;;2.243326018;;30;;4.340552218;;3.00E-05;;-0.917403465;;28.12746974;;3.5;;1492768.255
Iteration_292;0.00038615;;0.859088963;;27;;4.071747992;;0.000206267;;4.784646345;;30;;2.323657318;;4.60E-05;;-1.412100921;;28;;2.671840652;;1513184.753
Iteration_635;0.000317012;;0.839215247;;35;;4.778488538;;0.000172533;;4.239434351;;30;;3.682023454;;4.07E-05;;-1.284116718;;28;;3.5;;1570082.861
Iteration_164;0.000357539;;0.5;;33.9566902;;2.501983348;;6.20E-05;;6;;30.60609326;;3.270313562;;3.07E-05;;-2.071593259;;28;;3.5;;1585069.594
Iteration_691;0.000205096;;0.5;;35;;2.5;;0.000142875;;1.03288312;;30;;5;;3.00E-05;;-0.924040668;;32;;3.5;;1606698.171
Iteration_513;0.000384366;;1.292506958;;35;;4.728547669;;0.000103048;;2.679414263;;35;;5;;3.00E-05;;-0.770398233;;32;;3.5;;1609340.796
Iteration_82;0.000423664;;1.233079184;;33.52595012;;3.022454117;;7.74E-05;;6;;30;;3.34455527;;3.44E-05;;-0.978364997;;32;;3.5;;1620555.922
Iteration_453;0.000497837;;0.584760854;;27;;3.932435622;;9.68E-05;;3.319019797;;35;;5;;3.35E-05;;-0.537603609;;28;;3.5;;1628461.282
Iteration_489;0.00031462;;0.65457367;;27;;2.503483956;;0.000133977;;4.604303515;;35;;2.75052493;;3.00E-05;;-0.74757465;;29.79224249;;3.5;;1633694.195
Iteration_196;0.000331889;;1.085016355;;31.97774574;;2.5;;9.41E-05;;3.638064341;;30;;3.977587322;;3.00E-05;;-1.010423404;;32;;2.595512465;;1640553.176
Iteration_540;0.000232087;;1.252231998;;35;;2.510440469;;0.000188972;;4.308399503;;30;;5;;3.14E-05;;-1.040860453;;28;;1.501711543;;1703970.653
Iteration_68;0.000316989;;1.310029707;;27;;3.511661448;;0.000281099;;5.355819841;;32.73349263;;3.215980798;;3.00E-05;;-0.5;;28;;3.5;;1757059.531
Iteration_297;0.000470518;;0.5;;27;;4.608031012;;0.000155608;;1.591888367;;30;;2.977868353;;3.00E-05;;-1.376655519;;28.89606792;;1.500485553;;1774904.174
Iteration_680;0.00022505;;0.929853323;;35;;3.248174359;;0.000116045;;4.070124097;;34.00134473;;2.100000286;;3.00E-05;;-1.297078544;;28;;2.691513855;;1779622.787
Iteration_613;0.000356775;;0.5;;27;;2.525739553;;0.000175756;;5.090817328;;30;;5;;3.00E-05;;-1.05767313;;28;;2.78615625;;1803419.773
Iteration_465;0.000499716;;1.049334862;;27;;2.512689229;;9.03E-05;;5.610075902;;30;;3.12821764;;3.00E-05;;-0.63884667;;28;;2.080940468;;1804506.009
Iteration_199;0.000421091;;0.695467001;;27;;3.892506885;;0.000174602;;6;;35;;3.089145174;;3.00E-05;;-1.413991787;;28;;1.502511554;;1829060.717
Iteration_339;0.000376898;;0.681710226;;27;;2.500894199;;0.000148352;;2.068779281;;30;;5;;3.68E-05;;-1.228660078;;28.47416884;;3.5;;1847583.217
Iteration_235;0.000177731;;1.343519586;;35;;2.500573841;;0.000179627;;6;;35;;2.28010829;;3.00E-05;;-0.905154042;;28;;1.939645978;;1868374.089
Iteration_288;0.000464293;;1.130840161;;35;;3.928376332;;5.55E-05;;3.99051226;;30;;2.300445387;;3.00E-05;;-1.417466998;;28;;2.594078182;;1880073.138
Iteration_260;0.000389844;;0.5;;27;;3.912293443;;0.000221963;;5.78102771;;35;;2.932957222;;4.23E-05;;-0.723579369;;30.04561791;;2.637232825;;1888985.666
Iteration_312;0.000439191;;0.75385803;;35;;3.810757883;;9.25E-05;;1.361514791;;30;;5;;3.02E-05;;-1.602834797;;31.33902825;;2.245374328;;1889133.198
Iteration_366;0.000474424;;1.07571276;;30.80174863;;2.5;;8.93E-05;;6;;30;;2.330208556;;3.00E-05;;-1.797511252;;32;;1.5;;1893519.818
Iteration_80;0.000498419;;0.878687361;;35;;2.508497494;;5.48E-05;;5.682040295;;30;;4.469072757;;3.01E-05;;-1.392090043;;28;;3.5;;1901118.704
Iteration_580;0.000364401;;1.420750206;;27;;2.924823224;;0.000168273;;6;;35;;2.459183361;;4.62E-05;;-1.057520417;;28;;3.253007326;;1918179.713
Iteration_426;0.000306796;;0.973784742;;29.67741547;;3.16474142;;0.000144399;;6;;30;;2.791864501;;3.00E-05;;-0.944317827;;28;;3.5;;1931006.167
Iteration_654;0.000372254;;1.15279524;;27;;2.508074112;;0.000159745;;6;;35;;5;;3.27E-05;;-0.88612769;;28;;3.5;;1934294.213
Iteration_49;0.000368559;;1.212008597;;35;;2.988489948;;0.000111141;;6;;30;;5;;3.03E-05;;-1.318430817;;29.80433621;;2.349923731;;1963461.027
Iteration_476;0.000364452;;1.537033825;;27;;2.505920852;;0.00013913;;1.80426841;;35;;3.841805196;;3.00E-05;;-0.974973875;;30.61926075;;2.890285103;;1977659.949
Iteration_463;0.000388;;0.5;;35;;2.503061794;;5.21E-05;;6;;35;;2.893539097;;4.41E-05;;-0.796308809;;28;;3.5;;1991036.17
Iteration_118;0.000366867;;1.334636277;;35;;2.784215523;;6.15E-05;;3.322886752;;30;;2.78777864;;3.48E-05;;-0.768895131;;28;;3.5;;2032869.791
Iteration_387;0.000332506;;0.683741876;;30.83082994;;4.427423245;;0.00022679;;4.551285082;;30;;5;;3.97E-05;;-0.992646691;;28;;3.5;;2036350.93
Iteration_592;0.000328032;;1.192904865;;35;;2.506002271;;0.000111304;;4.973114167;;30;;5;;3.01E-05;;-0.847896217;;28;;1.506468399;;2073274.443
Iteration_510;0.000338526;;0.743989117;;27;;4.402431177;;0.000177351;;1;;35;;2.100686946;;3.01E-05;;-0.757919399;;32;;3.5;;2092571.363
Iteration_606;0.000383399;;0.636665437;;28.36526277;;2.5;;0.000105256;;3.240371303;;30;;5;;3.00E-05;;-0.59712735;;28;;2.776640743;;2126941.637
Iteration_611;0.000340287;;1.136195124;;30.25131317;;2.514254225;;9.86E-05;;4.255706001;;35;;4.963203517;;3.37E-05;;-1.239900524;;28;;3.5;;2141191.995
Iteration_709;0.000307813;;1.106677135;;35;;4.176288694;;0.000169564;;5.869062648;;33.41720853;;3.837583527;;3.00E-05;;-0.802558136;;32;;3.5;;2208998.609
Iteration_168;0.000277981;;1.671657305;;32.93886986;;2.500203349;;9.09E-05;;5.853046115;;30;;2.100047761;;3.00E-05;;-0.5;;32;;3.5;;2219425.1
Iteration_359;0.000223325;;1.390872085;;35;;2.613324285;;0.000146677;;6;;35;;3.828638262;;3.04E-05;;-0.5;;28;;2.958829795;;2221395.402
Iteration_147;0.000442088;;0.838310929;;35;;2.519470923;;0.000106531;;6;;30;;4.458581458;;4.31E-05;;-1.677632577;;28;;1.514103297;;2227182.362
Iteration_562;0.0005;;1.109538593;;27;;3.311247979;;0.000139883;;6;;30;;4.851561049;;3.00E-05;;-0.589438147;;28;;2.39649742;;2252125.404
Iteration_504;0.000473945;;0.5;;35;;5.225502817;;0.000135602;;6;;30;;4.858493724;;3.98E-05;;-1.30056656;;32;;3.5;;2257276.636
Iteration_757;0.000346318;;1.678237784;;28.75169854;;2.501011219;;9.03E-05;;1.878232038;;35;;3.921778343;;3.01E-05;;-0.625498645;;28;;3.5;;2273505.264
Iteration_78;0.000432826;;1.177105366;;30.96391839;;3.650930655;;9.67E-05;;3.699719341;;35;;4.955268061;;3.00E-05;;-0.860762395;;32;;3.457865153;;2302286.167
Iteration_490;0.000340582;;1.425929924;;35;;3.229918883;;0.000162018;;5.236492511;;30;;5;;4.43E-05;;-0.522634283;;32;;3.5;;2362425.093
Iteration_748;0.000499992;;1.267982443;;27;;4.528920283;;0.000146;;4.517047429;;30;;2.105265642;;4.76E-05;;-1.405509418;;32;;3.5;;2384319.08
Iteration_269;0.000412958;;0.74852389;;27;;6;;0.000172564;;3.530649313;;30;;2.101376138;;3.01E-05;;-0.5;;32;;3.5;;2390191.31
Iteration_482;0.000296397;;1.73884843;;35;;2.500478386;;0.0001075;;5.981863801;;33.8612941;;4.144823684;;3.00E-05;;-1.089541301;;28;;1.884925942;;2394250.744
Iteration_733;0.000411012;;0.5;;27;;3.436523721;;0.0001859;;5.252002739;;30;;3.454390664;;3.01E-05;;-1.44670931;;32;;3.183143528;;2398569.358
Iteration_24;0.000343745;;0.819097987;;35;;3.306408222;;0.000112001;;6;;35;;2.739555124;;4.88E-05;;-0.896513704;;32;;3.203846049;;2420710.714
Iteration_712;0.000445811;;1.053038374;;27;;2.506980167;;0.000133228;;3.662996236;;30.09141077;;5;;3.01E-05;;-1.597262112;;28;;2.345769821;;2470242.553
Iteration_710;0.000312152;;1.247115535;;28.35319481;;2.500141942;;0.000151481;;1.853624953;;30;;3.443813629;;3.01E-05;;-0.96014178;;32;;3.5;;2492495.182
Iteration_143;0.000212238;;0.78801582;;35;;2.5;;0.000166359;;6;;32.77158471;;4.43651426;;3.00E-05;;-1.461349225;;28;;3.5;;2499191.822
Iteration_481;0.000383075;;0.538898356;;35;;2.501754591;;7.79E-05;;4.695123794;;30;;5;;3.00E-05;;-0.697022102;;32;;3.5;;2501549.77
Iteration_329;0.000245226;;0.734737358;;35;;2.502612223;;0.000109114;;6;;30;;2.869865604;;3.00E-05;;-0.50959058;;28;;3.5;;2516078.25
Iteration_721;0.000403085;;1.144719163;;27;;3.054680724;;0.000124751;;4.711494566;;30;;2.299893445;;3.00E-05;;-1.729824966;;28;;3.5;;2542350.095
Iteration_99;0.000499889;;0.799660787;;27.77150524;;3.271086997;;0.000115491;;4.484801278;;30;;5;;3.00E-05;;-0.884867441;;32;;3.5;;2617124.506
Iteration_275;0.000355694;;1.11410877;;29.85134516;;2.638863319;;0.000186202;;4.889003736;;30;;4.987099792;;3.00E-05;;-1.680872313;;32;;1.998077307;;2645489.056
Iteration_464;0.000368775;;0.534397524;;34.96869047;;2.506060162;;0.00010816;;6;;32.1710497;;5;;4.66E-05;;-1.499923646;;32;;3.5;;2694780.314
Iteration_637;0.000460311;;0.88496187;;27;;2.503483901;;0.000105896;;6;;30;;2.100117434;;3.88E-05;;-1.183060735;;32;;3.326718829;;2706298.135
Iteration_112;0.000350131;;0.5;;27;;2.5752429;;0.000110714;;1.289737149;;30;;2.1;;3.00E-05;;-1.116025272;;28;;3.5;;2722298.249
Iteration_243;0.000372795;;0.5;;35;;3.780110195;;0.000136597;;5.841307175;;30;;5;;3.00E-05;;-1.404043282;;32;;3.5;;2738725.629
Iteration_412;0.00040617;;0.5;;35;;3.554988922;;7.66E-05;;4.132291772;;35;;2.744168728;;3.00E-05;;-2.153122527;;32;;2.225157438;;2760871.85
Iteration_294;0.000252688;;0.5;;31.0202481;;2.500000004;;0.000155102;;3.818821292;;30;;3.003661265;;3.00E-05;;-0.944191101;;32;;3.5;;2773900.848
Iteration_747;0.000272371;;0.863840083;;35;;2.501431674;;9.49E-05;;2.412606431;;35;;2.991291363;;3.03E-05;;-0.5;;28.42779457;;1.500044759;;2832926.643
Iteration_353;0.000498886;;1.844595874;;27;;4.551498847;;0.000158915;;5.004075034;;30;;4.07932528;;3.00E-05;;-0.5;;28;;3.5;;2848429.489
Iteration_754;0.000472449;;0.599486554;;28.87314457;;3.605701505;;0.000165559;;5.078967042;;35;;5;;4.38E-05;;-1.589179455;;32;;2.634375149;;2850901.361
Iteration_766;0.000465705;;1.114910594;;27;;2.5;;0.000151115;;5.607816911;;33.19492632;;4.289156652;;3.48E-05;;-0.5;;29.58724368;;2.196869212;;2917144.655
Iteration_751;0.000447661;;1.379246447;;27;;3.662915406;;8.75E-05;;2.825874096;;35;;2.3815916;;3.00E-05;;-1.258705249;;28;;3.5;;2920875.698
Iteration_649;0.000315173;;1.351320413;;35;;2.512473149;;8.07E-05;;4.898372249;;33.61245683;;3.315951177;;3.05E-05;;-0.875936473;;32;;3.462685812;;2980456.092
Iteration_350;0.000386821;;0.698996103;;35;;2.501051653;;7.16E-05;;5.297869531;;35;;5;;3.34E-05;;-0.861826199;;28;;3.5;;3006663.545
Iteration_71;0.000331875;;1.31394743;;35;;2.510285772;;9.59E-05;;6;;30.67125325;;4.340680366;;3.00E-05;;-0.688895553;;28;;2.886242842;;3026749.03
Iteration_165;0.000260761;;1.23219982;;35;;2.5;;0.0001208;;6;;31.48576587;;3.650100606;;3.00E-05;;-1.287322681;;28;;3.066278844;;3027119.694
Iteration_293;0.000499661;;0.5;;35;;2.867744533;;8.00E-05;;4.666367187;;30.63170004;;3.930945258;;4.67E-05;;-0.899263875;;32;;3.5;;3063806.758
Iteration_763;0.000499162;;0.918236694;;35;;3.451614157;;7.71E-05;;5.59829592;;30;;2.732844589;;4.85E-05;;-1.014461325;;28;;3.5;;3131122.784
Iteration_653;0.00049122;;1.203494112;;35;;5.722061019;;0.000105731;;4.81027882;;35;;4.391366077;;3.00E-05;;-0.938296961;;32;;3.5;;3135224.165
Iteration_113;0.0005;;1.094967174;;27;;2.5;;0.000114965;;6;;30;;4.087313102;;3.05E-05;;-0.5;;28;;3.256703178;;3135930.541
Iteration_346;0.000356709;;0.5;;28.38705787;;2.500266896;;0.000127546;;3.070513993;;35;;4.754815077;;3.01E-05;;-1.210395471;;29.62246719;;2.719257424;;3153344.942
Iteration_715;0.000421798;;1.42024082;;27;;2.500187624;;0.000160685;;5.999142036;;35;;4.649572965;;3.00E-05;;-1.14169965;;31.33150986;;3.5;;3187340.383
Iteration_167;0.000499986;;0.5;;30.74040074;;2.500224226;;8.54E-05;;6;;30;;4.422078038;;3.31E-05;;-1.93696927;;32;;3.5;;3217890.894
Iteration_707;0.000302427;;0.500117872;;35;;2.5;;9.01E-05;;4.324282167;;30;;3.207173225;;3.00E-05;;-0.5;;32;;3.5;;3218414.859
Iteration_706;0.000499964;;1.157225213;;27.44005544;;2.503491133;;7.39E-05;;4.188941295;;30;;2.592510453;;3.00E-05;;-1.433583942;;28;;3.5;;3271955.073
Iteration_642;0.000478497;;1.293484741;;35;;3.446693074;;7.31E-05;;6;;33.82632092;;3.79997503;;3.01E-05;;-0.733073021;;28.74607556;;3.5;;3384603.664
Iteration_557;0.000437436;;1.345739614;;35;;5.340252358;;0.000132139;;4.068227939;;35;;5;;3.72E-05;;-0.96127665;;28;;3.5;;3457895.351
Iteration_558;0.000430799;;0.893301055;;30.00548149;;3.801314276;;0.000141441;;6;;30;;2.325123693;;4.56E-05;;-1.044786071;;32;;3.5;;3501133.85
Iteration_56;0.000437613;;0.663177972;;35;;4.493453934;;0.000110683;;4.530796089;;30;;4.306657521;;3.01E-05;;-1.393252721;;28;;3.5;;3548047.005
Iteration_15;0.0005;;0.940754743;;27;;4.706062497;;0.000160713;;5.98015674;;35;;3.940032575;;3.00E-05;;-0.629813511;;32;;3.5;;3551769.444
Iteration_420;0.000370475;;0.719141016;;35;;4.847077305;;0.000178102;;4.304218471;;30;;4.611478485;;3.00E-05;;-0.5;;32;;3.5;;3565642.246
Iteration_337;0.000438026;;0.5;;28.65521376;;2.50235554;;0.000158334;;5.57556478;;30;;4.603742864;;3.87E-05;;-1.595001446;;30.17706775;;2.201819019;;3579508.948
Iteration_376;0.000488469;;1.162478977;;27;;2.50007891;;0.000129236;;1.427175976;;35;;5;;3.00E-05;;-0.793523869;;28;;1.5000369;;3600417.348
Iteration_704;0.000499866;;0.984211448;;27;;2.50873367;;9.66E-05;;5.170021959;;30;;2.11324157;;3.76E-05;;-1.478266334;;32;;3.5;;3660368.278
Iteration_125;0.000237791;;1.791019339;;35;;2.510282602;;0.000191192;;3.952545414;;30;;3.495821564;;3.01E-05;;-0.5;;32;;2.637641826;;3672814.005
Iteration_549;0.000268981;;0.986847879;;35;;2.5;;8.65E-05;;2.697208076;;30;;2.1;;3.00E-05;;-1.041822673;;32;;3.057182478;;3678563.092
Iteration_528;0.000454672;;1.536791491;;27.8638568;;3.179163237;;0.00011549;;6;;35;;2.844961998;;3.18E-05;;-0.604611241;;32;;2.945410858;;3687294.873
Iteration_362;0.000424523;;0.585749937;;27;;4.552299859;;0.000122327;;3.319680437;;35;;2.391884361;;3.00E-05;;-0.844082227;;28;;3.5;;3717556.543
Iteration_179;0.000431571;;0.5;;27;;2.716784257;;0.000133862;;6;;35;;3.426188545;;3.01E-05;;-0.949892407;;28;;2.550894306;;3805012.966
Iteration_149;0.000455702;;0.762882653;;27;;2.500000089;;0.000129633;;6;;30;;3.459851759;;3.02E-05;;-1.173996914;;28;;3.5;;3821534.012
Iteration_227;0.000362006;;0.5;;35;;2.5;;9.23E-05;;5.899472331;;30;;3.884241324;;3.86E-05;;-0.5;;28;;3.5;;3842358.379
Iteration_478;0.000363406;;0.605457589;;31.6891855;;2.5;;0.000135181;;6;;35;;5;;4.05E-05;;-1.622928796;;32;;3.114005915;;3863635.301
Iteration_2;0.000499946;;2.349944973;;35;;2.500278705;;4.94E-05;;5.157197632;;30;;2.100210123;;3.00E-05;;-1.363050868;;32;;3.088428167;;3967349.533
Iteration_741;0.00046878;;1.080009643;;35;;2.50002476;;7.34E-05;;5.136195819;;30;;4.418758006;;3.01E-05;;-1.314904876;;30.32194601;;3.317213086;;4021566.28
Iteration_393;0.0005;;0.531905506;;27;;3.801420543;;0.000209526;;6;;30;;2.1;;3.00E-05;;-1.056493351;;32;;1.652349398;;4072129.522
Iteration_640;0.00041364;;0.797321945;;27;;2.500745202;;0.000111204;;2.855038648;;35;;2.564136782;;3.00E-05;;-0.5;;32;;2.69809678;;4148832.049
Iteration_103;0.000480796;;0.53283932;;33.97832708;;2.501680057;;6.47E-05;;4.416353362;;30;;3.573959972;;3.00E-05;;-1.24111516;;28;;2.373628731;;4150117.764
Iteration_555;0.000398239;;1.268069661;;33.02924242;;3.271535188;;0.000112084;;4.492180867;;35;;3.887819609;;3.76E-05;;-0.782095232;;31.66162907;;3.5;;4165429.04
Iteration_219;0.0002874;;0.505774336;;34.73649862;;2.996037804;;0.000137955;;4.133818547;;33.53703782;;4.137514059;;3.00E-05;;-1.039151898;;30.11800109;;3.5;;4169151.272
Iteration_552;0.000296575;;1.57017517;;35;;2.500415548;;0.000112107;;3.673152944;;35;;4.697314175;;3.00E-05;;-0.986147318;;32;;3.5;;4368432.652
Iteration_627;0.000445236;;0.672725799;;30.11750798;;3.344905618;;0.000115694;;4.376415481;;31.8094786;;4.240334963;;3.00E-05;;-1.154845424;;32;;3.5;;4413558.813
Iteration_180;0.000467291;;0.802150053;;34.87843965;;2.586634254;;4.98E-05;;5.774064356;;30;;2.100630329;;3.14E-05;;-0.5;;28;;2.9890829;;4417326.521
Iteration_371;0.000454621;;0.545801567;;30.19653723;;3.974622622;;0.000150466;;2.81897222;;30;;5;;3.72E-05;;-0.5;;32;;3.5;;4509633.062
Iteration_589;0.000380244;;0.674866649;;34.92616377;;4.807922291;;0.000136783;;2.520917004;;30;;2.97919289;;3.01E-05;;-0.5;;28.9107399;;2.73029169;;4520062.542
Iteration_467;0.000251266;;0.515974698;;35;;2.799873245;;0.000199488;;5.079392058;;30;;4.938780179;;3.00E-05;;-0.791345588;;28;;3.227677241;;4568445.903
Iteration_378;0.000318523;;1.37742952;;32.49392407;;4.218187127;;0.000219761;;6;;35;;2.80179396;;3.01E-05;;-1.154566247;;32;;3.5;;4599145.626
Iteration_398;0.000378863;;1.023454747;;35;;4.080801798;;0.000143013;;6;;31.49486374;;3.282684719;;3.00E-05;;-1.268494977;;32;;3.5;;4634189.651
Iteration_42;0.000343291;;1.144914913;;35;;3.968277048;;0.000155008;;5.740955794;;30;;2.979281195;;3.02E-05;;-0.672117034;;28;;3.43151926;;4748661.564
Iteration_21;0.00040941;;1.60539112;;32.38193512;;2.671342041;;8.89E-05;;6;;30.88308114;;3.247363269;;3.00E-05;;-1.196990252;;28;;3.478539887;;4832005.263
