;a_EP;a_Err_EP;T_L_EP;T_L_Err_EP;T_M_EP;T_M_Err_EP;m_EP;m_Err_EP;a_PA;a_Err_PA;T_L_PA;T_L_Err_PA;T_M_PA;T_M_Err_PA;m_PA;m_Err_PA;a_Sur;a_Err_Sur;T_L_Sur;T_L_Err_Sur;T_M_Sur;T_M_Err_Sur;m_Sur;m_Err_Sur;ChiSquare
Iteration_273;0.000401127;;0.5;;35;;2.5;;8.41E-05;;6;;35;;5;;3.60E-05;;-0.52926672;;28;;3.443944152;;4856056.034
Iteration_106;0.000425361;;0.643891974;;29.68843684;;4.941444518;;0.000181341;;6;;35;;5;;3.00E-05;;-0.5;;28;;3.5;;4889268.569
Iteration_67;0.000483019;;1.414461646;;27;;3.144784801;;0.000220973;;6;;30;;5;;3.85E-05;;-1.568502792;;28;;3.5;;4933121.714
Iteration_719;0.00047441;;1.020519961;;27;;2.673877894;;0.000148368;;6;;35;;5;;3.00E-05;;-1.269764034;;28;;3.5;;4933491.161
Iteration_270;0.000425401;;0.5;;28.47120571;;2.504928659;;0.00013372;;6;;34.42619165;;4.9532101;;3.00E-05;;-0.5;;31.99067505;;3.050224024;;4996127.392
Iteration_146;0.000386556;;0.674403218;;35;;3.755391143;;0.000143296;;5.13717381;;31.53337144;;5;;3.48E-05;;-1.06905192;;28;;3.5;;5146131.805
Iteration_221;0.000314942;;0.542117264;;34.65699604;;4.324657111;;0.000141498;;2.431396996;;30;;2.1;;3.00E-05;;-0.897693872;;28;;3.5;;5170927.422
Iteration_212;0.00041224;;1.11049897;;30.81162163;;3.704499179;;0.000143427;;6;;35;;4.529450214;;3.00E-05;;-1.246981005;;28;;3.5;;5341606.503
Iteration_399;0.000395951;;1.508142785;;35;;2.814957417;;8.62E-05;;1.22724288;;30;;3.079471087;;3.51E-05;;-1.098995092;;28;;2.156681533;;5393455.962
Iteration_421;0.000270177;;0.676768084;;35;;2.731732333;;0.000115056;;5.320336652;;35;;2.405013164;;4.24E-05;;-1.023518559;;28;;3.5;;5517798.645
Iteration_556;0.000376474;;1.428828722;;31.48528622;;2.898561292;;9.97E-05;;4.23625304;;30;;2.104535713;;3.00E-05;;-1.5365254;;28;;2.073441345;;5522136.821
Iteration_588;0.000466058;;0.903725792;;27;;3.936230158;;0.000184683;;4.166198863;;30;;3.276745581;;3.02E-05;;-0.846148625;;28;;3.347280803;;5566519.127
Iteration_531;0.000343222;;0.650238326;;35;;4.169724579;;0.000137018;;4.356708827;;35;;2.889442334;;3.00E-05;;-0.578199738;;32;;3.5;;5637093.588
Iteration_205;0.000385447;;1.738755208;;35;;3.519634474;;0.000170443;;6;;30.94524129;;4.698349357;;4.10E-05;;-0.908100292;;28;;3.5;;5667446.433
Iteration_603;0.000364443;;0.892785812;;35;;2.935415044;;9.64E-05;;6;;35;;3.781119817;;3.01E-05;;-0.5;;28;;3.5;;5697410.843
Iteration_284;0.000404376;;1.160820768;;29.49756369;;2.502220431;;0.000117733;;2.953195164;;30;;2.866785337;;3.00E-05;;-0.733251663;;32;;2.364432788;;5842658.966
Iteration_122;0.000362384;;0.704004042;;35;;2.5;;0.00013673;;4.720338268;;30;;3.454950609;;3.00E-05;;-1.056076146;;32;;1.730746777;;5903716.598
Iteration_687;0.000424602;;1.214771205;;27;;2.500657698;;0.00013139;;1.617198732;;30;;2.10896988;;3.40E-05;;-1.208589586;;32;;3.5;;5906068.387
Iteration_341;0.000498232;;0.663226569;;29.47563117;;3.530634086;;9.36E-05;;4.752487971;;30;;2.344649775;;3.00E-05;;-1.612540169;;32;;3.5;;5932571.474
Iteration_8;0.00045967;;0.617794534;;27;;2.866678234;;0.000115415;;3.493215507;;32.81728047;;2.855302499;;3.00E-05;;-0.964923934;;28;;3.5;;6049119.546
Iteration_500;0.000449348;;0.603943243;;27;;2.53016764;;0.000143217;;4.851789641;;30.28838637;;2.100008657;;3.89E-05;;-1.971721155;;32;;3.5;;6147250.05
Iteration_340;0.00037371;;1.308356705;;29.16105645;;2.504626521;;0.000179988;;6;;35;;4.985449886;;3.00E-05;;-1.42413775;;32;;2.930191589;;6178345.866
Iteration_128;0.000357369;;1.45260663;;30.04886174;;2.503831973;;0.000153167;;2.525661005;;30;;5;;3.00E-05;;-0.970389579;;31.21139365;;3.5;;6330071.172
Iteration_537;0.000423018;;1.387349598;;27;;2.500006503;;0.000149198;;6;;35;;2.107331791;;3.29E-05;;-1.175211714;;32;;2.694394139;;6527776.634
Iteration_726;0.000477431;;1.686195895;;32.67367976;;3.606036313;;0.000153133;;5.032119231;;30;;3.614655668;;4.55E-05;;-1.445061713;;28;;2.425175509;;6606640.829
Iteration_564;0.000390141;;0.806024317;;35;;3.060849169;;0.000115193;;3.002856925;;30;;5;;3.00E-05;;-1.318616524;;28;;2.858968335;;6720850.61
Iteration_211;0.000399577;;1.198139373;;35;;3.69766851;;0.000143438;;4.689515187;;35;;5;;3.61E-05;;-1.4564208;;28;;3.5;;7025965.196
Iteration_744;0.000499923;;1.053975848;;35;;2.501071024;;8.22E-05;;6;;35;;5;;3.22E-05;;-0.59006072;;32;;3.243306005;;7085657.311
Iteration_331;0.000498947;;1.186019637;;27;;2.50508005;;0.000127479;;2.751183409;;35;;5;;3.05E-05;;-0.947964772;;28;;3.5;;7150668.835
Iteration_432;0.000362967;;0.893054324;;35;;2.861485171;;0.000148004;;6;;30;;5;;3.01E-05;;-0.5;;32;;3.5;;7209496.552
Iteration_639;0.000397271;;0.649752739;;35;;3.410484109;;0.00012792;;1.336668133;;30;;5;;3.03E-05;;-1.699276262;;32;;3.5;;7301180.204
Iteration_532;0.000284661;;0.565307902;;32.97455131;;2.5;;0.000142351;;3.129638157;;35;;5;;3.00E-05;;-1.018449736;;28;;3.5;;7462711.366
Iteration_542;0.000237872;;0.562452768;;35;;2.93284752;;0.000230856;;5.360422144;;35;;3.353669774;;3.00E-05;;-0.572828068;;28.46160355;;3.45267419;;7475554.46
Iteration_713;0.000374618;;0.5;;31.3578663;;2.850151652;;0.000117873;;6;;35;;3.272443377;;3.00E-05;;-0.94245434;;28;;2.366874788;;7489379.821
Iteration_45;0.000499955;;1.499419725;;27;;2.504306911;;0.00011335;;5.014807637;;35;;2.776276422;;3.01E-05;;-1.575085017;;32;;3.5;;7514177.769
Iteration_7;0.000388488;;1.02347862;;35;;2.641434756;;0.000122995;;6;;35;;5;;3.31E-05;;-0.740158231;;32;;2.970284505;;7805209.891
Iteration_699;0.0004474;;0.898122535;;27;;2.5;;0.000108049;;6;;35;;2.1;;3.00E-05;;-0.5;;32;;3.5;;8032325.628
Iteration_626;0.000324586;;1.149951254;;35;;2.723230604;;0.000127253;;5.260660054;;34.48092262;;3.08793833;;3.00E-05;;-0.785389621;;28;;1.707605012;;8131523.129
Iteration_193;0.000498304;;1.291708593;;35;;4.064087155;;0.000133408;;6;;30;;5;;3.02E-05;;-1.446467199;;28;;3.5;;8142398.26
Iteration_355;0.000379736;;0.992988392;;29.99663239;;2.80196656;;0.000177415;;6;;30;;4.144911396;;3.26E-05;;-0.5;;28;;3.5;;8194424.861
Iteration_690;0.000446061;;1.03160004;;27;;2.509782333;;0.000150024;;1;;35;;4.214706749;;3.34E-05;;-1.347294634;;28;;3.5;;8368054.211
Iteration_689;0.00049799;;0.816432395;;35;;2.510287644;;8.49E-05;;4.183338611;;30;;4.399468212;;3.43E-05;;-0.5;;32;;3.5;;8379206.913
Iteration_374;0.000429461;;0.73964533;;27;;3.777313543;;0.000134627;;2.401317836;;35;;2.100236183;;3.00E-05;;-0.5;;28;;3.5;;8453345.918
Iteration_216;0.000499999;;1.044102299;;27;;2.500520752;;0.000224214;;4.971849257;;30;;4.066507322;;4.49E-05;;-0.665321339;;32;;3.5;;8469403.619
Iteration_672;0.000302258;;1.10851236;;35;;3.07571102;;0.000189196;;5.280005964;;30;;2.607277952;;3.00E-05;;-0.969730354;;32;;3.084866097;;8663138.791
Iteration_289;0.000430278;;0.9310516;;29.16458804;;2.826376426;;0.00017565;;6;;30;;5;;3.01E-05;;-1.334314965;;29.20888402;;3.5;;8719843.762
Iteration_628;0.000369079;;0.653493197;;27;;2.501299443;;0.000195931;;6;;35;;2.103418239;;3.37E-05;;-0.98576812;;29.68351966;;3.5;;8776946.249
Iteration_158;0.000271141;;0.941967834;;35;;3.230153335;;0.000227871;;6;;35;;3.408317663;;3.00E-05;;-0.513536589;;28;;3.5;;8799848.695
Iteration_1;0.000287954;;1.0547952;;35;;2.60492336;;0.000164541;;4.735090326;;35;;4.300725549;;3.27E-05;;-1.185461163;;28;;2.484754422;;9021038.764
Iteration_274;0.00027447;;1.033227631;;35;;2.5;;0.000120765;;2.9831187;;35;;3.565434915;;3.00E-05;;-1.366260208;;28;;3.5;;9023550.028
Iteration_318;0.000256652;;1.470986607;;35;;2.5;;0.000104521;;1.824624061;;35;;2.242844645;;3.00E-05;;-0.797592445;;32;;3.365310238;;9066996.275
Iteration_265;0.00049998;;1.153723285;;27;;2.500250078;;0.000166374;;6;;30;;3.840076812;;3.00E-05;;-0.851929819;;28;;3.5;;9114098.504
Iteration_656;0.000418843;;0.894630656;;33.81754867;;3.207296079;;9.51E-05;;4.466641211;;35;;2.501897029;;3.01E-05;;-0.5;;28;;1.502112286;;9228930.677
Iteration_66;0.0005;;1.181957074;;35;;2.84638404;;0.000120982;;3.082325096;;35;;4.698851631;;4.17E-05;;-0.5;;31.26585273;;2.016123813;;9237009.09
Iteration_525;0.000331138;;1.290146315;;35;;2.50218128;;0.000144008;;6;;30;;4.729546041;;3.01E-05;;-1.46135147;;28;;3.5;;9342506.562
Iteration_381;0.000331557;;0.801612927;;33.34488387;;3.002542426;;0.000237282;;6;;30;;4.359695032;;4.31E-05;;-1.226409676;;28;;3.5;;9366179.701
Iteration_665;0.000499987;;0.968009795;;27;;2.500208683;;0.000159196;;6;;34.93483021;;3.561059324;;3.26E-05;;-1.027435048;;32;;3.346834895;;9428472.858
Iteration_96;0.000499026;;1.173171306;;35;;2.658233224;;5.34E-05;;2.42386909;;35;;2.875311331;;3.02E-05;;-1.270348034;;32;;3.5;;9469759.72
Iteration_65;0.000329875;;0.675029981;;35;;2.501557011;;0.000118791;;4.750153056;;30;;3.127254988;;3.00E-05;;-0.93440073;;32;;3.5;;9791851.375
Iteration_384;0.000399813;;0.783557797;;35;;4.361095117;;0.000179042;;6;;34.29619517;;4.059607887;;3.00E-05;;-1.108988309;;28;;2.671588084;;9843930.346
Iteration_746;0.000370724;;0.695789154;;35;;2.5;;6.19E-05;;3.896027153;;33.41269236;;2.1;;3.71E-05;;-1.081548459;;28;;2.757657792;;9935492.778
Iteration_323;0.000409726;;1.450459632;;35;;3.250238975;;0.000133754;;4.300160128;;35;;5;;3.00E-05;;-0.697701063;;32;;3.5;;9992750.976
Iteration_630;0.000499594;;1.670016253;;27;;3.554550838;;0.000183207;;6;;30;;2.292173649;;3.01E-05;;-1.219903872;;28;;3.5;;10253065.32
Iteration_417;0.000376803;;1.592573892;;35;;3.002852538;;0.000119925;;5.149037699;;35;;2.92422665;;3.69E-05;;-1.155310495;;32;;3.5;;10281432.69
Iteration_670;0.00049983;;0.529166094;;30.45095762;;3.674329274;;0.000119132;;1.147811928;;30;;2.927403612;;4.70E-05;;-0.92244167;;28.30451943;;3.5;;10326604.7
Iteration_19;0.000323319;;0.5;;35;;2.508134408;;0.000112823;;4.144100971;;33.82549321;;3.256125978;;3.38E-05;;-1.460529834;;32;;3.5;;10559824.37
Iteration_22;0.000327105;;1.145368681;;35;;2.918121962;;0.000183072;;6;;30;;3.399469188;;3.00E-05;;-1.063902992;;32;;3.5;;10588866.36
Iteration_214;0.00047386;;1.164632283;;27.26090096;;3.441066404;;0.00015174;;4.407894783;;35;;2.100000601;;4.00E-05;;-1.308096393;;30.5601855;;3.5;;10953431.07
Iteration_508;0.000387561;;1.32482307;;32.16297778;;2.677354646;;0.000106074;;6;;35;;3.147212834;;3.00E-05;;-0.849884372;;28;;3.5;;11406968.79
Iteration_538;0.000327629;;1.62876417;;35;;2.607080892;;0.000158308;;4.658937115;;35;;5;;3.04E-05;;-1.219494211;;32;;3.5;;11561661.49
Iteration_9;0.000499271;;1.112114338;;27;;2.500183854;;9.88E-05;;1.93501582;;32.88642563;;2.100505223;;3.01E-05;;-1.072400935;;28.18093368;;2.062599575;;11609060.74
Iteration_253;0.000498255;;1.335403911;;35;;2.513344026;;0.000113467;;2.42099669;;30;;5;;4.97E-05;;-1.043440602;;32;;3.5;;11795328.69
Iteration_191;0.000495455;;0.711860231;;35;;2.505969876;;8.94E-05;;5.079215117;;33.54660432;;5;;3.08E-05;;-0.98507134;;32;;3.5;;12009683.33
Iteration_575;0.00041888;;1.650103303;;29.59091954;;2.500005013;;8.67E-05;;5.964776485;;35;;2.104676556;;3.00E-05;;-1.202591753;;31.49488923;;3.5;;12145454.03
Iteration_452;0.000498541;;0.748964027;;28.83002297;;2.776614677;;6.60E-05;;3.497805675;;35;;2.100311179;;3.01E-05;;-1.590524637;;28;;2.423623481;;12349839.55
Iteration_385;0.000371856;;1.049257029;;35;;2.500728478;;0.000120769;;1.46105905;;30;;3.454247712;;5.31E-05;;-0.748733236;;28;;3.5;;12689783.4
Iteration_98;0.000482009;;1.089597494;;35;;2.502359232;;0.000189783;;6;;35;;3.843490228;;5.78E-05;;-1.356786995;;32;;2.009860976;;13030212.96
Iteration_583;0.000292182;;0.5;;35;;2.687566518;;0.000134507;;1;;33.8666916;;2.562693787;;4.95E-05;;-1.077804592;;28;;3.5;;13506449.85
Iteration_208;0.000458223;;0.5;;35;;5.38643287;;0.000191213;;6;;35;;3.935593727;;3.01E-05;;-1.416385755;;32;;3.5;;13763218.39
Iteration_181;0.000337076;;0.5;;28.96947029;;2.500405209;;0.000231899;;6;;35;;2.751591508;;3.86E-05;;-0.523282021;;32;;3.5;;14035321.1
Iteration_565;0.000481944;;1.74883736;;27;;2.515541855;;0.000136896;;3.354620204;;30.29377941;;2.100436851;;3.00E-05;;-1.325395476;;28;;3.409407672;;14719373.17
Iteration_90;0.000453977;;1.984767504;;35;;2.508228572;;0.000147068;;5.743876558;;30;;5;;3.03E-05;;-2.063211179;;28;;1.61401983;;15168812.94
Iteration_501;0.000415629;;0.885017304;;29.59938699;;2.77114168;;0.000187321;;5.104851149;;35;;3.379541153;;4.21E-05;;-0.727937102;;32;;3.5;;15662642.73
Iteration_333;0.000358743;;0.5;;35;;2.51993065;;8.96E-05;;5.16104835;;35;;2.60311288;;3.01E-05;;-1.85318385;;32;;3.5;;16221460.16
Iteration_455;0.000402924;;0.642249684;;29.63202404;;2.500267351;;0.000190579;;6;;35;;2.923988132;;4.73E-05;;-0.675886459;;32;;3.220754134;;17749078.28
Iteration_69;0.000297018;;0.819737768;;35;;2.501830366;;0.000204566;;5.406304481;;33.3424208;;4.748303932;;3.01E-05;;-1.671182238;;32;;3.5;;17813703.74
Iteration_290;0.00042002;;0.586254349;;35;;2.694835248;;9.22E-05;;6;;35;;2.676033243;;3.43E-05;;-1.121374412;;32;;3.5;;18190181.48
Iteration_241;0.000499875;;1.394718378;;31.55496776;;2.988293029;;0.000186716;;6;;30;;5;;4.54E-05;;-1.553879179;;28;;3.5;;18673515.69
Iteration_93;0.000391287;;1.101489558;;35;;2.500802339;;0.000120823;;1;;30;;4.672489005;;3.00E-05;;-1.358300356;;28;;2.155974033;;18764312.81
Iteration_516;0.000404448;;1.213972501;;35;;2.5;;0.000105637;;1;;30;;4.67879997;;3.00E-05;;-1.614116038;;28;;3.5;;18958180.25
Iteration_375;0.000413691;;0.939834879;;35;;3.21974339;;0.000132027;;3.465656245;;30;;2.720553747;;3.00E-05;;-1.913806877;;32;;3.5;;19551221.41
Iteration_226;0.00039513;;0.541084175;;33.74091856;;2.923499611;;0.000179935;;6;;35;;4.061038393;;3.89E-05;;-0.810716837;;32;;3.5;;20388144.21
Iteration_298;0.000383838;;1.060591886;;33.61384889;;3.174305101;;0.000154127;;6;;30;;2.100089128;;3.00E-05;;-0.673392571;;32;;3.5;;20976812.4
Iteration_722;0.000404245;;0.989531517;;35;;3.265529637;;0.000170223;;6;;30;;2.971169922;;3.34E-05;;-0.969912576;;28;;2.84702096;;21370572.49
Iteration_324;0.000499764;;1.693703436;;35;;2.502257256;;0.000110074;;3.968509105;;35;;5;;4.81E-05;;-0.756686031;;28;;3.5;;21716834.79
Iteration_566;0.000339281;;0.741955684;;32.3619913;;2.501789263;;0.000156744;;6;;35;;3.398212502;;3.00E-05;;-0.595827392;;29.29291223;;3.5;;21777441.31
Iteration_546;0.000383421;;0.785393094;;30.55082813;;2.500940764;;0.000200482;;4.945785504;;30;;5;;3.14E-05;;-1.08857792;;28;;3.5;;21856367.07
Iteration_495;0.000394441;;0.5;;35;;2.879072064;;0.000146649;;6;;30;;2.958930906;;3.72E-05;;-0.932650927;;28;;3.5;;22031884.4
Iteration_70;0.000499883;;1.313541479;;33.09032471;;3.766227191;;0.00015461;;4.843036015;;35;;5;;3.00E-05;;-1.105701559;;28;;3.5;;23662568.51
Iteration_281;0.0005;;0.5;;32.9818094;;3.057759442;;0.000172894;;4.176706833;;30;;5;;3.00E-05;;-1.144720104;;28;;1.500712653;;23697658.48
Iteration_75;0.000297529;;1.082265767;;33.23341049;;2.929240502;;0.00020028;;5.191782221;;35;;2.100000442;;3.00E-05;;-0.516927826;;32;;3.5;;24314608.05
Iteration_752;0.0004991;;0.5;;35;;4.450450928;;0.000156269;;2.248677981;;30;;2.890102927;;3.57E-05;;-1.374102246;;32;;3.5;;26220594.46
Iteration_738;0.000474841;;1.322228338;;35;;2.508703283;;9.81E-05;;5.905654179;;30;;2.100402021;;3.00E-05;;-0.653355685;;28;;1.505923466;;26648129.27
Iteration_676;0.000470457;;1.780082506;;35;;2.598361299;;7.34E-05;;6;;35;;2.1;;3.58E-05;;-1.173268998;;28.08243788;;2.296914786;;26654717.91
Iteration_711;0.000475133;;0.802081865;;35;;2.503035296;;0.000127261;;4.195879168;;30;;5;;3.35E-05;;-0.648467024;;32;;3.5;;27694139.5
Iteration_447;0.000435612;;0.694776604;;35;;3.195238175;;0.0001819;;6;;30;;5;;3.00E-05;;-1.234501334;;28;;3.5;;28000602.1
Iteration_472;0.000499794;;1.337796689;;34.50595198;;2.532181216;;0.000111301;;2.213816303;;31.14639362;;4.650597039;;3.22E-05;;-1.07901463;;32;;3.247162076;;29363822.31
Iteration_368;0.0005;;1.208397077;;35;;2.5;;0.000123286;;6;;30;;4.20396181;;3.00E-05;;-0.737716703;;32;;3.5;;29771023.66
Iteration_579;0.000420642;;1.418963666;;32.11773099;;2.503346539;;0.000113506;;4.650254116;;30;;2.105388091;;3.01E-05;;-0.90102049;;32;;3.5;;30094029.66
Iteration_714;0.000339871;;0.736517489;;35;;3.158137287;;0.00015562;;6;;35;;2.1;;3.00E-05;;-1.21148418;;32;;3.5;;31705800.82
Iteration_145;0.000499619;;1.255099376;;35;;3.05130181;;0.000123104;;3.567338793;;30;;2.637215966;;3.00E-05;;-1.633960672;;28;;1.649375164;;32108803.21
Iteration_674;0.000498113;;0.5;;35;;2.528070019;;0.000105388;;4.19083097;;30;;3.550073746;;3.03E-05;;-1.096878482;;32;;3.5;;32651916.76
Iteration_498;0.000479859;;0.635371089;;35;;4.12204936;;0.000179843;;4.455128045;;30;;2.190080925;;4.28E-05;;-1.534347896;;32;;3.5;;33560429.54
Iteration_46;0.000448759;;0.5;;35;;2.520567595;;0.000111174;;2.87337379;;35;;4.465744225;;3.26E-05;;-1.088949237;;32;;3.5;;34691961.15
Iteration_512;0.000465214;;0.913322378;;35;;2.500231429;;0.000147417;;5.982385088;;35;;5;;4.04E-05;;-0.544546554;;28;;2.324803219;;35732203.63
Iteration_326;0.000346898;;0.508042685;;35;;3.367927112;;0.000151366;;6;;35;;2.1;;3.00E-05;;-1.035931236;;28;;3.5;;36144696.07
Iteration_645;0.00037506;;1.049267463;;34.93397924;;2.50000883;;0.000157767;;6;;35;;2.213027782;;3.01E-05;;-1.652484788;;32;;1.67057038;;36494542.35
Iteration_229;0.0004262;;1.037214998;;35;;4.669648059;;0.000247257;;5.736715786;;35;;2.838466668;;3.01E-05;;-0.5;;32;;3.5;;40351057.88
Iteration_503;0.000415879;;1.629750133;;34.81808285;;2.670199078;;0.000156797;;5.085385622;;35;;4.107880517;;3.00E-05;;-1.530354562;;32;;3.5;;41075580.16
Iteration_12;0.000499947;;0.564714765;;35;;2.502233788;;0.000122127;;3.969509067;;30;;4.551841052;;3.00E-05;;-1.219372663;;32;;3.5;;41765047.32
Iteration_132;0.0005;;0.691595502;;35;;3.530960247;;0.000175028;;4.846390441;;30;;5;;3.00E-05;;-0.664126943;;28;;3.5;;43083094.52
Iteration_109;0.000499984;;1.440434055;;32.87251851;;4.469850027;;0.000129725;;6;;35;;2.100071492;;3.00E-05;;-1.204434477;;28;;3.5;;43906974.2
Iteration_600;0.000354894;;1.238421579;;35;;2.5;;0.000176377;;1.915573351;;30;;3.775689245;;3.00E-05;;-1.045442042;;31.14648861;;3.243025199;;45248561.4
Iteration_599;0.000437743;;1.571700858;;35;;3.08365279;;0.000158777;;6;;35;;2.427746693;;3.04E-05;;-0.975419032;;28;;1.504311754;;50367377.17
Iteration_307;0.000467184;;1.391573246;;29.81955103;;2.500935766;;0.000186293;;3.034431871;;35;;5;;3.00E-05;;-1.051768912;;31.736941;;3.5;;51966447.14
Iteration_369;0.000499944;;1.572141633;;35;;2.846401997;;0.000113066;;3.557545245;;35;;3.979969124;;3.00E-05;;-0.734995424;;28;;3.5;;51976338.84
Iteration_638;0.000452299;;1.212979881;;35;;2.511524354;;0.00016165;;6;;30;;2.377625344;;4.81E-05;;-1.174502633;;32;;3.5;;60329717.99
Iteration_429;0.00049958;;1.190605298;;27;;2.500930961;;0.000186387;;3.834653491;;35;;2.10004166;;3.23E-05;;-0.748089737;;28;;3.065365723;;62699782.87
Iteration_730;0.000499385;;1.23981404;;35;;2.506719219;;0.000134696;;4.677970952;;35;;5;;3.74E-05;;-0.924871462;;28;;3.5;;67148135.4
Iteration_87;0.000499765;;0.746843796;;35;;2.500386033;;0.000124744;;6;;35;;4.006767043;;3.00E-05;;-1.273293449;;29.48923136;;3.5;;77762117.43
Iteration_742;0.000491691;;0.937102965;;32.88026187;;3.041669036;;0.000157165;;5.34083657;;35;;3.470326048;;3.00E-05;;-0.819927792;;28;;3.138970592;;83773882.07
Iteration_256;0.000453453;;1.52677189;;35;;2.504005959;;0.000204995;;4.471295059;;31.94931932;;5;;4.17E-05;;-0.5;;30.6245462;;3.294212439;;87898079.58
Iteration_434;0.000468622;;0.594704104;;30.36223047;;2.5;;0.000163899;;4.727499149;;30;;2.1;;3.47E-05;;-1.373373999;;32;;3.5;;91027180.99
Iteration_95;0.000419511;;0.5;;35;;2.500215553;;0.00015885;;1.954481641;;32.80789086;;4.628683975;;3.00E-05;;-1.934456217;;31.45352792;;3.5;;94042137.45
Iteration_534;0.000498728;;1.248627126;;32.67028641;;2.500617665;;0.000134043;;1.865701953;;35;;5;;3.00E-05;;-1.051527261;;28;;3.5;;95278885.93
Iteration_596;0.000366239;;1.379027993;;35;;2.5;;0.000164622;;4.546590821;;30;;2.1;;3.12E-05;;-0.96406441;;28;;3.5;;112454881.6
Iteration_394;0.000499798;;1.246585215;;35;;2.505147697;;0.000128039;;4.810408914;;35;;3.657694513;;3.00E-05;;-1.431938903;;28;;2.982551358;;128082744.7
Iteration_541;0.000497591;;0.621276547;;32.24743909;;2.500368409;;0.00014705;;6;;35;;3.100533829;;3.01E-05;;-0.629750381;;30.15118697;;3.5;;154161038.3
Iteration_506;0.000468771;;1.238722333;;32.02719567;;2.511118816;;0.000114769;;3.288738433;;35;;2.100222523;;3.00E-05;;-0.664627688;;32;;3.303620796;;177586182.7
Iteration_652;0.000499933;;1.647105619;;35;;2.503486686;;0.000161829;;1.990560353;;30;;3.797362389;;3.48E-05;;-0.90547687;;28;;3.076045801;;193821130.1
Iteration_198;0.000395692;;1.012634056;;35;;2.503264933;;0.000202161;;5.158441442;;30;;2.156302239;;3.02E-05;;-0.62265862;;28;;1.924606177;;201544155.8
Iteration_584;0.000394543;;0.832647592;;35;;2.50222183;;0.000145933;;4.730445449;;35;;2.112525421;;3.00E-05;;-1.138703379;;32;;3.5;;259568538.1
Iteration_454;0.000425054;;1.306097411;;35;;2.5;;0.000178869;;6;;35;;2.85661852;;3.00E-05;;-1.463369786;;28;;3.37377774;;289310687.4
Iteration_764;0.000499223;;0.873581183;;32.88351479;;2.791117536;;0.000145943;;1.210643618;;30;;2.104566211;;3.01E-05;;-1.385794603;;28;;3.5;;323254063.8
Iteration_20;0.000382626;;0.687095635;;35;;2.5;;0.00014449;;4.070687769;;35;;2.1;;3.00E-05;;-0.5;;28.77251092;;3.5;;323319406.9
Iteration_514;0.000499795;;1.23663216;;32.08009565;;2.500257686;;0.000162201;;3.685100839;;30;;2.101408705;;3.14E-05;;-1.239523232;;28;;3.5;;375049364.7
Iteration_618;0.00049994;;1.03721072;;35;;2.500173052;;0.000184441;;6;;31.02416461;;2.968639981;;3.01E-05;;-1.641999023;;28;;3.302690149;;429911762.2
Iteration_364;0.000497537;;1.144141168;;35;;2.500263468;;0.000165091;;5.856981076;;30;;2.100343224;;3.02E-05;;-1.240448446;;28;;3.5;;576836179.4
Iteration_561;0.000499968;;0.671663557;;35;;2.513495715;;0.000143503;;3.451457712;;35;;2.132377751;;3.00E-05;;-1.080568893;;32;;2.142171135;;611241724.5
Iteration_547;0.00039587;;0.951315296;;35;;2.502136506;;0.000238937;;2.943919964;;35;;2.396939412;;3.00E-05;;-0.829566791;;32;;3.315357297;;891649355.6
